# File: oem_prod.csv
# Title: oem production by country and sector
# Units: numbers
# Description: dummy
# Source: siam report to be changed
# Column types: cinnnnnnnnnnc
# ----------
iso,year,ICE Passenger vehicles,EV Passenger vehicles,ICE HCV,EV HCV,ICE LCV,EV LCV,3W,E 3W,E 2W,2W,unit_prod
can,1976,0,0,0,0,0,0,0,0,0,0,vehicle
che,1976,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1976,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
col,1976,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1976,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1976,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1976,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1976,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1976,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1976,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1976,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1976,0,0,0,0,0,0,0,0,0,0,vehicle
est,1976,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1976,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1976,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1976,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1976,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1976,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1976,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1976,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1976,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1976,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1976,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1976,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1976,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1976,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1976,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1976,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1976,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1976,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1976,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1976,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1976,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1976,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1976,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1976,0,0,0,0,0,0,0,0,0,0,vehicle
per,1976,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1976,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1976,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1976,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1976,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1976,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1976,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1976,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1976,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1976,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1976,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1976,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1976,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1976,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1976,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1976,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1976,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1976,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1976,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1976,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1976,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1976,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1976,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1976,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1976,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1977,0,0,0,0,0,0,0,0,0,0,vehicle
are,1977,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1977,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1977,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1977,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1977,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1977,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1977,0,0,0,0,0,0,0,0,0,0,vehicle
can,1977,0,0,0,0,0,0,0,0,0,0,vehicle
che,1977,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1977,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
col,1977,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1977,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1977,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1977,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1977,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1977,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1977,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1977,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1977,0,0,0,0,0,0,0,0,0,0,vehicle
est,1977,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1977,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1977,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1977,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1977,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1977,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1977,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1977,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1977,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1977,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1977,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1977,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1977,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1977,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1977,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1977,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1977,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1977,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1977,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1977,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1977,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1977,0,0,0,0,0,0,0,0,0,0,vehicle
per,1977,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1977,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1977,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1977,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1977,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1977,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1977,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1977,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1977,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1977,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1977,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1977,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1977,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1977,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1977,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1977,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1977,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1977,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1977,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1977,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1977,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1977,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1977,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1977,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1978,0,0,0,0,0,0,0,0,0,0,vehicle
are,1978,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1978,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1978,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1978,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1978,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1978,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1978,0,0,0,0,0,0,0,0,0,0,vehicle
can,1978,0,0,0,0,0,0,0,0,0,0,vehicle
che,1978,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1978,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
col,1978,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1978,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1978,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1978,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1978,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1978,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1978,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1978,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1978,0,0,0,0,0,0,0,0,0,0,vehicle
est,1978,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1978,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1978,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1978,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1978,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1978,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1978,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1978,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1978,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1978,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1978,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1978,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1978,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1978,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1978,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1978,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1978,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1978,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1978,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1978,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1978,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1978,0,0,0,0,0,0,0,0,0,0,vehicle
per,1978,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1978,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1978,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1978,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1978,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1978,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1978,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1978,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1978,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1978,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1978,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1978,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1978,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1978,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1978,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1978,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1978,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1978,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1978,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1978,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1978,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1978,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1978,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1978,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1979,0,0,0,0,0,0,0,0,0,0,vehicle
are,1979,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1979,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1979,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1979,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1979,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1979,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1979,0,0,0,0,0,0,0,0,0,0,vehicle
can,1979,0,0,0,0,0,0,0,0,0,0,vehicle
che,1979,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1979,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
col,1979,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1979,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1979,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1979,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1979,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1979,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1979,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1979,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1979,0,0,0,0,0,0,0,0,0,0,vehicle
est,1979,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1979,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1979,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1979,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1979,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1979,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1979,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1979,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1979,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1979,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1979,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1979,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1979,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1979,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1979,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1979,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1979,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1979,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1979,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1979,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1979,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1979,0,0,0,0,0,0,0,0,0,0,vehicle
per,1979,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1979,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1979,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1979,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1979,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1979,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1979,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1979,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1979,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1979,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1979,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1979,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1979,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1979,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1979,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1979,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1979,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1979,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1979,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1979,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1979,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1979,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1979,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1979,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1980,0,0,0,0,0,0,0,0,0,0,vehicle
are,1980,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1980,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1980,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1980,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1980,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1980,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1980,0,0,0,0,0,0,0,0,0,0,vehicle
can,1980,0,0,0,0,0,0,0,0,0,0,vehicle
che,1980,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1980,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
col,1980,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1980,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1980,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1980,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1980,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1980,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1980,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1980,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1980,0,0,0,0,0,0,0,0,0,0,vehicle
est,1980,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1980,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1980,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1980,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1980,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1980,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1980,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1980,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1980,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1980,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1980,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1980,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1980,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1980,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1980,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1980,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1980,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1980,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1980,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1980,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1980,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1980,0,0,0,0,0,0,0,0,0,0,vehicle
per,1980,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1980,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1980,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1980,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1980,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1980,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1980,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1980,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1980,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1980,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1980,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1980,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1980,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1980,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1980,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1980,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1980,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1980,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1980,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1980,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1980,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1980,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1980,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1980,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1981,0,0,0,0,0,0,0,0,0,0,vehicle
are,1981,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1981,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1981,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1981,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1981,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1981,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1981,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1981,0,0,0,0,0,0,0,0,0,0,vehicle
can,1981,0,0,0,0,0,0,0,0,0,0,vehicle
che,1981,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1981,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1981,0,0,0,0,0,0,0,0,0,0,vehicle
col,1981,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1981,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1981,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1981,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1981,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1981,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1981,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1981,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1981,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1981,0,0,0,0,0,0,0,0,0,0,vehicle
est,1981,0,0,0,0,0,0,0,0,0,0,vehicle
