# File: parts_prod.csv
# Title: parts production by country and sector
# Units: numbers
# Description: dummy
# Source:  to be changed
# Column types: cinnnnnnnc
# ----------
iso,year,Bodies,Chassi,Seat,Engine,Electrical equipment,others,Battery,unit_prod
dza,1978,0,0,0,0,0,0,0,number
ecu,1978,0,0,0,0,0,0,0,number
egy,1978,0,0,0,0,0,0,0,number
esp,1978,0,0,0,0,0,0,0,number
est,1978,0,0,0,0,0,0,0,number
fin,1978,0,0,0,0,0,0,0,number
fra,1978,0,0,0,0,0,0,0,number
gbr,1978,0,0,0,0,0,0,0,number
gha,1978,0,0,0,0,0,0,0,number
grc,1978,0,0,0,0,0,0,0,number
gtm,1978,0,0,0,0,0,0,0,number
hrv,1978,0,0,0,0,0,0,0,number
hun,1978,0,0,0,0,0,0,0,number
idn,1978,0,0,0,0,0,0,0,number
ind,1978,0,0,0,0,0,0,0,number
irl,1978,0,0,0,0,0,0,0,number
irn,1978,0,0,0,0,0,0,0,number
isr,1978,0,0,0,0,0,0,0,number
ita,1978,0,0,0,0,0,0,0,number
jor,1978,0,0,0,0,0,0,0,number
jpn,1978,0,0,0,0,0,0,0,number
kaz,1978,0,0,0,0,0,0,0,number
ken,1978,0,0,0,0,0,0,0,number
kor,1978,0,0,0,0,0,0,0,number
lby,1978,0,0,0,0,0,0,0,number
lka,1978,0,0,0,0,0,0,0,number
lux,1978,0,0,0,0,0,0,0,number
lva,1978,0,0,0,0,0,0,0,number
mar,1978,0,0,0,0,0,0,0,number
mda,1978,0,0,0,0,0,0,0,number
mex,1978,0,0,0,0,0,0,0,number
mkd,1978,0,0,0,0,0,0,0,number
mmr,1978,0,0,0,0,0,0,0,number
mys,1978,0,0,0,0,0,0,0,number
nld,1978,0,0,0,0,0,0,0,number
nor,1978,0,0,0,0,0,0,0,number
nzl,1978,0,0,0,0,0,0,0,number
pak,1978,0,0,0,0,0,0,0,number
per,1978,0,0,0,0,0,0,0,number
phl,1978,0,0,0,0,0,0,0,number
pol,1978,0,0,0,0,0,0,0,number
prk,1978,0,0,0,0,0,0,0,number
prt,1978,0,0,0,0,0,0,0,number
pry,1978,0,0,0,0,0,0,0,number
qat,1978,0,0,0,0,0,0,0,number
rom,1978,0,0,0,0,0,0,0,number
rus,1978,0,0,0,0,0,0,0,number
sau,1978,0,0,0,0,0,0,0,number
sgp,1978,0,0,0,0,0,0,0,number
slv,1978,0,0,0,0,0,0,0,number
svk,1978,0,0,0,0,0,0,0,number
svn,1978,0,0,0,0,0,0,0,number
swe,1978,0,0,0,0,0,0,0,number
syr,1978,0,0,0,0,0,0,0,number
tha,1978,0,0,0,0,0,0,0,number
tto,1978,0,0,0,0,0,0,0,number
tun,1978,0,0,0,0,0,0,0,number
tur,1978,0,0,0,0,0,0,0,number
twn,1978,0,0,0,0,0,0,0,number
ukr,1978,0,0,0,0,0,0,0,number
ury,1978,0,0,0,0,0,0,0,number
usa,1978,0,0,0,0,0,0,0,number
uzb,1978,0,0,0,0,0,0,0,number
ven,1978,0,0,0,0,0,0,0,number
vnm,1978,0,0,0,0,0,0,0,number
zaf,1978,0,0,0,0,0,0,0,number
alb,1979,0,0,0,0,0,0,0,number
are,1979,0,0,0,0,0,0,0,number
arg,1979,0,0,0,0,0,0,0,number
aus,1979,0,0,0,0,0,0,0,number
aut,1979,0,0,0,0,0,0,0,number
bel,1979,0,0,0,0,0,0,0,number
bgr,1979,0,0,0,0,0,0,0,number
bih,1979,0,0,0,0,0,0,0,number
blr,1979,0,0,0,0,0,0,0,number
bra,1979,0,0,0,0,0,0,0,number
can,1979,0,0,0,0,0,0,0,number
che,1979,0,0,0,0,0,0,0,number
chl,1979,0,0,0,0,0,0,0,number
chn,1979,0,0,0,0,0,0,0,number
col,1979,0,0,0,0,0,0,0,number
cub,1979,0,0,0,0,0,0,0,number
cze,1979,0,0,0,0,0,0,0,number
deu,1979,0,0,0,0,0,0,0,number
dnk,1979,0,0,0,0,0,0,0,number
dom,1979,0,0,0,0,0,0,0,number
dza,1979,0,0,0,0,0,0,0,number
ecu,1979,0,0,0,0,0,0,0,number
egy,1979,0,0,0,0,0,0,0,number
esp,1979,0,0,0,0,0,0,0,number
est,1979,0,0,0,0,0,0,0,number
fin,1979,0,0,0,0,0,0,0,number
fra,1979,0,0,0,0,0,0,0,number
gbr,1979,0,0,0,0,0,0,0,number
gha,1979,0,0,0,0,0,0,0,number
grc,1979,0,0,0,0,0,0,0,number
gtm,1979,0,0,0,0,0,0,0,number
hrv,1979,0,0,0,0,0,0,0,number
hun,1979,0,0,0,0,0,0,0,number
idn,1979,0,0,0,0,0,0,0,number
ind,1979,0,0,0,0,0,0,0,number
irl,1979,0,0,0,0,0,0,0,number
irn,1979,0,0,0,0,0,0,0,number
isr,1979,0,0,0,0,0,0,0,number
ita,1979,0,0,0,0,0,0,0,number
jor,1979,0,0,0,0,0,0,0,number
jpn,1979,0,0,0,0,0,0,0,number
kaz,1979,0,0,0,0,0,0,0,number
ken,1979,0,0,0,0,0,0,0,number
kor,1979,0,0,0,0,0,0,0,number
lby,1979,0,0,0,0,0,0,0,number
lka,1979,0,0,0,0,0,0,0,number
lux,1979,0,0,0,0,0,0,0,number
lva,1979,0,0,0,0,0,0,0,number
mar,1979,0,0,0,0,0,0,0,number
mda,1979,0,0,0,0,0,0,0,number
mex,1979,0,0,0,0,0,0,0,number
mkd,1979,0,0,0,0,0,0,0,number
mmr,1979,0,0,0,0,0,0,0,number
mys,1979,0,0,0,0,0,0,0,number
nld,1979,0,0,0,0,0,0,0,number
nor,1979,0,0,0,0,0,0,0,number
nzl,1979,0,0,0,0,0,0,0,number
pak,1979,0,0,0,0,0,0,0,number
per,1979,0,0,0,0,0,0,0,number
phl,1979,0,0,0,0,0,0,0,number
pol,1979,0,0,0,0,0,0,0,number
prk,1979,0,0,0,0,0,0,0,number
prt,1979,0,0,0,0,0,0,0,number
pry,1979,0,0,0,0,0,0,0,number
qat,1979,0,0,0,0,0,0,0,number
rom,1979,0,0,0,0,0,0,0,number
rus,1979,0,0,0,0,0,0,0,number
sau,1979,0,0,0,0,0,0,0,number
sgp,1979,0,0,0,0,0,0,0,number
slv,1979,0,0,0,0,0,0,0,number
svk,1979,0,0,0,0,0,0,0,number
svn,1979,0,0,0,0,0,0,0,number
swe,1979,0,0,0,0,0,0,0,number
syr,1979,0,0,0,0,0,0,0,number
tha,1979,0,0,0,0,0,0,0,number
tto,1979,0,0,0,0,0,0,0,number
tun,1979,0,0,0,0,0,0,0,number
tur,1979,0,0,0,0,0,0,0,number
twn,1979,0,0,0,0,0,0,0,number
ukr,1979,0,0,0,0,0,0,0,number
ury,1979,0,0,0,0,0,0,0,number
usa,1979,0,0,0,0,0,0,0,number
uzb,1979,0,0,0,0,0,0,0,number
ven,1979,0,0,0,0,0,0,0,number
vnm,1979,0,0,0,0,0,0,0,number
zaf,1979,0,0,0,0,0,0,0,number
alb,1980,0,0,0,0,0,0,0,number
are,1980,0,0,0,0,0,0,0,number
arg,1980,0,0,0,0,0,0,0,number
aus,1980,0,0,0,0,0,0,0,number
aut,1980,0,0,0,0,0,0,0,number
bel,1980,0,0,0,0,0,0,0,number
bgr,1980,0,0,0,0,0,0,0,number
bih,1980,0,0,0,0,0,0,0,number
blr,1980,0,0,0,0,0,0,0,number
bra,1980,0,0,0,0,0,0,0,number
can,1980,0,0,0,0,0,0,0,number
che,1980,0,0,0,0,0,0,0,number
chl,1980,0,0,0,0,0,0,0,number
chn,1980,0,0,0,0,0,0,0,number
col,1980,0,0,0,0,0,0,0,number
cub,1980,0,0,0,0,0,0,0,number
cze,1980,0,0,0,0,0,0,0,number
deu,1980,0,0,0,0,0,0,0,number
dnk,1980,0,0,0,0,0,0,0,number
dom,1980,0,0,0,0,0,0,0,number
dza,1980,0,0,0,0,0,0,0,number
ecu,1980,0,0,0,0,0,0,0,number
egy,1980,0,0,0,0,0,0,0,number
esp,1980,0,0,0,0,0,0,0,number
est,1980,0,0,0,0,0,0,0,number
fin,1980,0,0,0,0,0,0,0,number
fra,1980,0,0,0,0,0,0,0,number
gbr,1980,0,0,0,0,0,0,0,number
gha,1980,0,0,0,0,0,0,0,number
grc,1980,0,0,0,0,0,0,0,number
gtm,1980,0,0,0,0,0,0,0,number
hrv,1980,0,0,0,0,0,0,0,number
hun,1980,0,0,0,0,0,0,0,number
idn,1980,0,0,0,0,0,0,0,number
ind,1980,0,0,0,0,0,0,0,number
irl,1980,0,0,0,0,0,0,0,number
irn,1980,0,0,0,0,0,0,0,number
isr,1980,0,0,0,0,0,0,0,number
ita,1980,0,0,0,0,0,0,0,number
jor,1980,0,0,0,0,0,0,0,number
jpn,1980,0,0,0,0,0,0,0,number
kaz,1980,0,0,0,0,0,0,0,number
ken,1980,0,0,0,0,0,0,0,number
kor,1980,0,0,0,0,0,0,0,number
lby,1980,0,0,0,0,0,0,0,number
lka,1980,0,0,0,0,0,0,0,number
lux,1980,0,0,0,0,0,0,0,number
lva,1980,0,0,0,0,0,0,0,number
mar,1980,0,0,0,0,0,0,0,number
mda,1980,0,0,0,0,0,0,0,number
mex,1980,0,0,0,0,0,0,0,number
mkd,1980,0,0,0,0,0,0,0,number
mmr,1980,0,0,0,0,0,0,0,number
mys,1980,0,0,0,0,0,0,0,number
nld,1980,0,0,0,0,0,0,0,number
nor,1980,0,0,0,0,0,0,0,number
nzl,1980,0,0,0,0,0,0,0,number
pak,1980,0,0,0,0,0,0,0,number
per,1980,0,0,0,0,0,0,0,number
phl,1980,0,0,0,0,0,0,0,number
pol,1980,0,0,0,0,0,0,0,number
prk,1980,0,0,0,0,0,0,0,number
prt,1980,0,0,0,0,0,0,0,number
pry,1980,0,0,0,0,0,0,0,number
qat,1980,0,0,0,0,0,0,0,number
rom,1980,0,0,0,0,0,0,0,number
rus,1980,0,0,0,0,0,0,0,number
sau,1980,0,0,0,0,0,0,0,number
sgp,1980,0,0,0,0,0,0,0,number
slv,1980,0,0,0,0,0,0,0,number
svk,1980,0,0,0,0,0,0,0,number
svn,1980,0,0,0,0,0,0,0,number
swe,1980,0,0,0,0,0,0,0,number
syr,1980,0,0,0,0,0,0,0,number
tha,1980,0,0,0,0,0,0,0,number
tto,1980,0,0,0,0,0,0,0,number
tun,1980,0,0,0,0,0,0,0,number
tur,1980,0,0,0,0,0,0,0,number
twn,1980,0,0,0,0,0,0,0,number
ukr,1980,0,0,0,0,0,0,0,number
ury,1980,0,0,0,0,0,0,0,number
usa,1980,0,0,0,0,0,0,0,number
uzb,1980,0,0,0,0,0,0,0,number
ven,1980,0,0,0,0,0,0,0,number
vnm,1980,0,0,0,0,0,0,0,number
zaf,1980,0,0,0,0,0,0,0,number
alb,1981,0,0,0,0,0,0,0,number
are,1981,0,0,0,0,0,0,0,number
arg,1981,0,0,0,0,0,0,0,number
aus,1981,0,0,0,0,0,0,0,number
aut,1981,0,0,0,0,0,0,0,number
bel,1981,0,0,0,0,0,0,0,number
bgr,1981,0,0,0,0,0,0,0,number
bih,1981,0,0,0,0,0,0,0,number
blr,1981,0,0,0,0,0,0,0,number
bra,1981,0,0,0,0,0,0,0,number
can,1981,0,0,0,0,0,0,0,number
che,1981,0,0,0,0,0,0,0,number
chl,1981,0,0,0,0,0,0,0,number
chn,1981,0,0,0,0,0,0,0,number
col,1981,0,0,0,0,0,0,0,number
cub,1981,0,0,0,0,0,0,0,number
cze,1981,0,0,0,0,0,0,0,number
deu,1981,0,0,0,0,0,0,0,number
dnk,1981,0,0,0,0,0,0,0,number
dom,1981,0,0,0,0,0,0,0,number
dza,1981,0,0,0,0,0,0,0,number
ecu,1981,0,0,0,0,0,0,0,number
egy,1981,0,0,0,0,0,0,0,number
esp,1981,0,0,0,0,0,0,0,number
est,1981,0,0,0,0,0,0,0,number
fin,1981,0,0,0,0,0,0,0,number
fra,1981,0,0,0,0,0,0,0,number
gbr,1981,0,0,0,0,0,0,0,number
gha,1981,0,0,0,0,0,0,0,number
grc,1981,0,0,0,0,0,0,0,number
gtm,1981,0,0,0,0,0,0,0,number
hrv,1981,0,0,0,0,0,0,0,number
hun,1981,0,0,0,0,0,0,0,number
idn,1981,0,0,0,0,0,0,0,number
ind,1981,0,0,0,0,0,0,0,number
irl,1981,0,0,0,0,0,0,0,number
irn,1981,0,0,0,0,0,0,0,number
isr,1981,0,0,0,0,0,0,0,number
ita,1981,0,0,0,0,0,0,0,number
jor,1981,0,0,0,0,0,0,0,number
jpn,1981,0,0,0,0,0,0,0,number
kaz,1981,0,0,0,0,0,0,0,number
ken,1981,0,0,0,0,0,0,0,number
kor,1981,0,0,0,0,0,0,0,number
lby,1981,0,0,0,0,0,0,0,number
lka,1981,0,0,0,0,0,0,0,number
lux,1981,0,0,0,0,0,0,0,number
lva,1981,0,0,0,0,0,0,0,number
mar,1981,0,0,0,0,0,0,0,number
mda,1981,0,0,0,0,0,0,0,number
mex,1981,0,0,0,0,0,0,0,number
mkd,1981,0,0,0,0,0,0,0,number
mmr,1981,0,0,0,0,0,0,0,number
mys,1981,0,0,0,0,0,0,0,number
nld,1981,0,0,0,0,0,0,0,number
nor,1981,0,0,0,0,0,0,0,number
nzl,1981,0,0,0,0,0,0,0,number
pak,1981,0,0,0,0,0,0,0,number
per,1981,0,0,0,0,0,0,0,number
phl,1981,0,0,0,0,0,0,0,number
pol,1981,0,0,0,0,0,0,0,number
prk,1981,0,0,0,0,0,0,0,number
prt,1981,0,0,0,0,0,0,0,number
pry,1981,0,0,0,0,0,0,0,number
qat,1981,0,0,0,0,0,0,0,number
rom,1981,0,0,0,0,0,0,0,number
rus,1981,0,0,0,0,0,0,0,number
sau,1981,0,0,0,0,0,0,0,number
sgp,1981,0,0,0,0,0,0,0,number
slv,1981,0,0,0,0,0,0,0,number
svk,1981,0,0,0,0,0,0,0,number
svn,1981,0,0,0,0,0,0,0,number
swe,1981,0,0,0,0,0,0,0,number
syr,1981,0,0,0,0,0,0,0,number
tha,1981,0,0,0,0,0,0,0,number
tto,1981,0,0,0,0,0,0,0,number
tun,1981,0,0,0,0,0,0,0,number
tur,1981,0,0,0,0,0,0,0,number
twn,1981,0,0,0,0,0,0,0,number
ukr,1981,0,0,0,0,0,0,0,number
ury,1981,0,0,0,0,0,0,0,number
usa,1981,0,0,0,0,0,0,0,number
uzb,1981,0,0,0,0,0,0,0,number
ven,1981,0,0,0,0,0,0,0,number
vnm,1981,0,0,0,0,0,0,0,number
zaf,1981,0,0,0,0,0,0,0,number
alb,1982,0,0,0,0,0,0,0,number
are,1982,0,0,0,0,0,0,0,number
arg,1982,0,0,0,0,0,0,0,number
aus,1982,0,0,0,0,0,0,0,number
aut,1982,0,0,0,0,0,0,0,number
bel,1982,0,0,0,0,0,0,0,number
bgr,1982,0,0,0,0,0,0,0,number
bih,1982,0,0,0,0,0,0,0,number
blr,1982,0,0,0,0,0,0,0,number
bra,1982,0,0,0,0,0,0,0,number
can,1982,0,0,0,0,0,0,0,number
che,1982,0,0,0,0,0,0,0,number
chl,1982,0,0,0,0,0,0,0,number
chn,1982,0,0,0,0,0,0,0,number
col,1982,0,0,0,0,0,0,0,number
cub,1982,0,0,0,0,0,0,0,number
cze,1982,0,0,0,0,0,0,0,number
deu,1982,0,0,0,0,0,0,0,number
dnk,1982,0,0,0,0,0,0,0,number
dom,1982,0,0,0,0,0,0,0,number
dza,1982,0,0,0,0,0,0,0,number
ecu,1982,0,0,0,0,0,0,0,number
egy,1982,0,0,0,0,0,0,0,number
esp,1982,0,0,0,0,0,0,0,number
est,1982,0,0,0,0,0,0,0,number
fin,1982,0,0,0,0,0,0,0,number
fra,1982,0,0,0,0,0,0,0,number
gbr,1982,0,0,0,0,0,0,0,number
gha,1982,0,0,0,0,0,0,0,number
grc,1982,0,0,0,0,0,0,0,number
gtm,1982,0,0,0,0,0,0,0,number
hrv,1982,0,0,0,0,0,0,0,number
hun,1982,0,0,0,0,0,0,0,number
idn,1982,0,0,0,0,0,0,0,number
ind,1982,0,0,0,0,0,0,0,number
irl,1982,0,0,0,0,0,0,0,number
irn,1982,0,0,0,0,0,0,0,number
isr,1982,0,0,0,0,0,0,0,number
ita,1982,0,0,0,0,0,0,0,number
jor,1982,0,0,0,0,0,0,0,number
jpn,1982,0,0,0,0,0,0,0,number
kaz,1982,0,0,0,0,0,0,0,number
ken,1982,0,0,0,0,0,0,0,number
kor,1982,0,0,0,0,0,0,0,number
lby,1982,0,0,0,0,0,0,0,number
lka,1982,0,0,0,0,0,0,0,number
lux,1982,0,0,0,0,0,0,0,number
lva,1982,0,0,0,0,0,0,0,number
mar,1982,0,0,0,0,0,0,0,number
mda,1982,0,0,0,0,0,0,0,number
mex,1982,0,0,0,0,0,0,0,number
mkd,1982,0,0,0,0,0,0,0,number
mmr,1982,0,0,0,0,0,0,0,number
mys,1982,0,0,0,0,0,0,0,number
nld,1982,0,0,0,0,0,0,0,number
nor,1982,0,0,0,0,0,0,0,number
nzl,1982,0,0,0,0,0,0,0,number
pak,1982,0,0,0,0,0,0,0,number
per,1982,0,0,0,0,0,0,0,number
phl,1982,0,0,0,0,0,0,0,number
pol,1982,0,0,0,0,0,0,0,number
prk,1982,0,0,0,0,0,0,0,number
prt,1982,0,0,0,0,0,0,0,number
pry,1982,0,0,0,0,0,0,0,number
qat,1982,0,0,0,0,0,0,0,number
rom,1982,0,0,0,0,0,0,0,number
rus,1982,0,0,0,0,0,0,0,number
sau,1982,0,0,0,0,0,0,0,number
sgp,1982,0,0,0,0,0,0,0,number
slv,1982,0,0,0,0,0,0,0,number
svk,1982,0,0,0,0,0,0,0,number
svn,1982,0,0,0,0,0,0,0,number
swe,1982,0,0,0,0,0,0,0,number
syr,1982,0,0,0,0,0,0,0,number
tha,1982,0,0,0,0,0,0,0,number
tto,1982,0,0,0,0,0,0,0,number
tun,1982,0,0,0,0,0,0,0,number
tur,1982,0,0,0,0,0,0,0,number
twn,1982,0,0,0,0,0,0,0,number
ukr,1982,0,0,0,0,0,0,0,number
ury,1982,0,0,0,0,0,0,0,number
usa,1982,0,0,0,0,0,0,0,number
uzb,1982,0,0,0,0,0,0,0,number
ven,1982,0,0,0,0,0,0,0,number
vnm,1982,0,0,0,0,0,0,0,number
zaf,1982,0,0,0,0,0,0,0,number
alb,1983,0,0,0,0,0,0,0,number
are,1983,0,0,0,0,0,0,0,number
arg,1983,0,0,0,0,0,0,0,number
aus,1983,0,0,0,0,0,0,0,number
aut,1983,0,0,0,0,0,0,0,number
bel,1983,0,0,0,0,0,0,0,number
bgr,1983,0,0,0,0,0,0,0,number
bih,1983,0,0,0,0,0,0,0,number
blr,1983,0,0,0,0,0,0,0,number
bra,1983,0,0,0,0,0,0,0,number
can,1983,0,0,0,0,0,0,0,number
che,1983,0,0,0,0,0,0,0,number
chl,1983,0,0,0,0,0,0,0,number
chn,1983,0,0,0,0,0,0,0,number
col,1983,0,0,0,0,0,0,0,number
cub,1983,0,0,0,0,0,0,0,number
cze,1983,0,0,0,0,0,0,0,number
deu,1983,0,0,0,0,0,0,0,number
dnk,1983,0,0,0,0,0,0,0,number
dom,1983,0,0,0,0,0,0,0,number
dza,1983,0,0,0,0,0,0,0,number
ecu,1983,0,0,0,0,0,0,0,number
egy,1983,0,0,0,0,0,0,0,number
esp,1983,0,0,0,0,0,0,0,number
est,1983,0,0,0,0,0,0,0,number
fin,1983,0,0,0,0,0,0,0,number
fra,1983,0,0,0,0,0,0,0,number
gbr,1983,0,0,0,0,0,0,0,number
gha,1983,0,0,0,0,0,0,0,number
grc,1983,0,0,0,0,0,0,0,number
gtm,1983,0,0,0,0,0,0,0,number
hrv,1983,0,0,0,0,0,0,0,number
hun,1983,0,0,0,0,0,0,0,number
idn,1983,0,0,0,0,0,0,0,number
ind,1983,0,0,0,0,0,0,0,number
irl,1983,0,0,0,0,0,0,0,number
irn,1983,0,0,0,0,0,0,0,number
isr,1983,0,0,0,0,0,0,0,number
ita,1983,0,0,0,0,0,0,0,number
jor,1983,0,0,0,0,0,0,0,number
jpn,1983,0,0,0,0,0,0,0,number
kaz,1983,0,0,0,0,0,0,0,number
ken,1983,0,0,0,0,0,0,0,number
kor,1983,0,0,0,0,0,0,0,number
lby,1983,0,0,0,0,0,0,0,number
lka,1983,0,0,0,0,0,0,0,number
lux,1983,0,0,0,0,0,0,0,number
lva,1983,0,0,0,0,0,0,0,number
mar,1983,0,0,0,0,0,0,0,number
mda,1983,0,0,0,0,0,0,0,number
mex,1983,0,0,0,0,0,0,0,number
mkd,1983,0,0,0,0,0,0,0,number
mmr,1983,0,0,0,0,0,0,0,number
mys,1983,0,0,0,0,0,0,0,number
nld,1983,0,0,0,0,0,0,0,number
nor,1983,0,0,0,0,0,0,0,number
nzl,1983,0,0,0,0,0,0,0,number
pak,1983,0,0,0,0,0,0,0,number
per,1983,0,0,0,0,0,0,0,number
phl,1983,0,0,0,0,0,0,0,number
pol,1983,0,0,0,0,0,0,0,number
prk,1983,0,0,0,0,0,0,0,number
prt,1983,0,0,0,0,0,0,0,number
pry,1983,0,0,0,0,0,0,0,number
qat,1983,0,0,0,0,0,0,0,number
rom,1983,0,0,0,0,0,0,0,number
rus,1983,0,0,0,0,0,0,0,number
sau,1983,0,0,0,0,0,0,0,number
sgp,1983,0,0,0,0,0,0,0,number
slv,1983,0,0,0,0,0,0,0,number
svk,1983,0,0,0,0,0,0,0,number
svn,1983,0,0,0,0,0,0,0,number
swe,1983,0,0,0,0,0,0,0,number
syr,1983,0,0,0,0,0,0,0,number
tha,1983,0,0,0,0,0,0,0,number
tto,1983,0,0,0,0,0,0,0,number
tun,1983,0,0,0,0,0,0,0,number
tur,1983,0,0,0,0,0,0,0,number
twn,1983,0,0,0,0,0,0,0,number
ukr,1983,0,0,0,0,0,0,0,number
ury,1983,0,0,0,0,0,0,0,number
usa,1983,0,0,0,0,0,0,0,number
uzb,1983,0,0,0,0,0,0,0,number
ven,1983,0,0,0,0,0,0,0,number
vnm,1983,0,0,0,0,0,0,0,number
zaf,1983,0,0,0,0,0,0,0,number
alb,1984,0,0,0,0,0,0,0,number
are,1984,0,0,0,0,0,0,0,number
arg,1984,0,0,0,0,0,0,0,number
aus,1984,0,0,0,0,0,0,0,number
aut,1984,0,0,0,0,0,0,0,number
bel,1984,0,0,0,0,0,0,0,number
bgr,1984,0,0,0,0,0,0,0,number
bih,1984,0,0,0,0,0,0,0,number
blr,1984,0,0,0,0,0,0,0,number
bra,1984,0,0,0,0,0,0,0,number
can,1984,0,0,0,0,0,0,0,number
che,1984,0,0,0,0,0,0,0,number
chl,1984,0,0,0,0,0,0,0,number
chn,1984,0,0,0,0,0,0,0,number
col,1984,0,0,0,0,0,0,0,number
cub,1984,0,0,0,0,0,0,0,number
cze,1984,0,0,0,0,0,0,0,number
deu,1984,0,0,0,0,0,0,0,number
dnk,1984,0,0,0,0,0,0,0,number
dom,1984,0,0,0,0,0,0,0,number
dza,1984,0,0,0,0,0,0,0,number
ecu,1984,0,0,0,0,0,0,0,number
egy,1984,0,0,0,0,0,0,0,number
esp,1984,0,0,0,0,0,0,0,number
est,1984,0,0,0,0,0,0,0,number
fin,1984,0,0,0,0,0,0,0,number
fra,1984,0,0,0,0,0,0,0,number
gbr,1984,0,0,0,0,0,0,0,number
gha,1984,0,0,0,0,0,0,0,number
grc,1984,0,0,0,0,0,0,0,number
gtm,1984,0,0,0,0,0,0,0,number
hrv,1984,0,0,0,0,0,0,0,number
hun,1984,0,0,0,0,0,0,0,number
idn,1984,0,0,0,0,0,0,0,number
ind,1984,0,0,0,0,0,0,0,number
irl,1984,0,0,0,0,0,0,0,number
irn,1984,0,0,0,0,0,0,0,number
isr,1984,0,0,0,0,0,0,0,number
ita,1984,0,0,0,0,0,0,0,number
jor,1984,0,0,0,0,0,0,0,number
jpn,1984,0,0,0,0,0,0,0,number
kaz,1984,0,0,0,0,0,0,0,number
ken,1984,0,0,0,0,0,0,0,number
kor,1984,0,0,0,0,0,0,0,number
lby,1984,0,0,0,0,0,0,0,number
lka,1984,0,0,0,0,0,0,0,number
lux,1984,0,0,0,0,0,0,0,number
lva,1984,0,0,0,0,0,0,0,number
mar,1984,0,0,0,0,0,0,0,number
mda,1984,0,0,0,0,0,0,0,number
mex,1984,0,0,0,0,0,0,0,number
mkd,1984,0,0,0,0,0,0,0,number
mmr,1984,0,0,0,0,0,0,0,number
mys,1984,0,0,0,0,0,0,0,number
nld,1984,0,0,0,0,0,0,0,number
nor,1984,0,0,0,0,0,0,0,number
nzl,1984,0,0,0,0,0,0,0,number
pak,1984,0,0,0,0,0,0,0,number
per,1984,0,0,0,0,0,0,0,number
phl,1984,0,0,0,0,0,0,0,number
pol,1984,0,0,0,0,0,0,0,number
prk,1984,0,0,0,0,0,0,0,number
prt,1984,0,0,0,0,0,0,0,number
pry,1984,0,0,0,0,0,0,0,number
qat,1984,0,0,0,0,0,0,0,number
rom,1984,0,0,0,0,0,0,0,number
rus,1984,0,0,0,0,0,0,0,number
sau,1984,0,0,0,0,0,0,0,number
sgp,1984,0,0,0,0,0,0,0,number
slv,1984,0,0,0,0,0,0,0,number
svk,1984,0,0,0,0,0,0,0,number
svn,1984,0,0,0,0,0,0,0,number
swe,1984,0,0,0,0,0,0,0,number
syr,1984,0,0,0,0,0,0,0,number
tha,1984,0,0,0,0,0,0,0,number
tto,1984,0,0,0,0,0,0,0,number
tun,1984,0,0,0,0,0,0,0,number
tur,1984,0,0,0,0,0,0,0,number
twn,1984,0,0,0,0,0,0,0,number
ukr,1984,0,0,0,0,0,0,0,number
ury,1984,0,0,0,0,0,0,0,number
usa,1984,0,0,0,0,0,0,0,number
uzb,1984,0,0,0,0,0,0,0,number
ven,1984,0,0,0,0,0,0,0,number
vnm,1984,0,0,0,0,0,0,0,number
zaf,1984,0,0,0,0,0,0,0,number
alb,1985,0,0,0,0,0,0,0,number
are,1985,0,0,0,0,0,0,0,number
arg,1985,0,0,0,0,0,0,0,number
aus,1985,0,0,0,0,0,0,0,number
aut,1985,0,0,0,0,0,0,0,number
bel,1985,0,0,0,0,0,0,0,number
bgr,1985,0,0,0,0,0,0,0,number
bih,1985,0,0,0,0,0,0,0,number
blr,1985,0,0,0,0,0,0,0,number
bra,1985,0,0,0,0,0,0,0,number
can,1985,0,0,0,0,0,0,0,number
che,1985,0,0,0,0,0,0,0,number
chl,1985,0,0,0,0,0,0,0,number
chn,1985,0,0,0,0,0,0,0,number
col,1985,0,0,0,0,0,0,0,number
cub,1985,0,0,0,0,0,0,0,number
cze,1985,0,0,0,0,0,0,0,number
deu,1985,0,0,0,0,0,0,0,number
dnk,1985,0,0,0,0,0,0,0,number
dom,1985,0,0,0,0,0,0,0,number
dza,1985,0,0,0,0,0,0,0,number
ecu,1985,0,0,0,0,0,0,0,number
egy,1985,0,0,0,0,0,0,0,number
esp,1985,0,0,0,0,0,0,0,number
est,1985,0,0,0,0,0,0,0,number
fin,1985,0,0,0,0,0,0,0,number
fra,1985,0,0,0,0,0,0,0,number
gbr,1985,0,0,0,0,0,0,0,number
gha,1985,0,0,0,0,0,0,0,number
grc,1985,0,0,0,0,0,0,0,number
gtm,1985,0,0,0,0,0,0,0,number
hrv,1985,0,0,0,0,0,0,0,number
hun,1985,0,0,0,0,0,0,0,number
idn,1985,0,0,0,0,0,0,0,number
ind,1985,0,0,0,0,0,0,0,number
irl,1985,0,0,0,0,0,0,0,number
irn,1985,0,0,0,0,0,0,0,number
isr,1985,0,0,0,0,0,0,0,number
ita,1985,0,0,0,0,0,0,0,number
jor,1985,0,0,0,0,0,0,0,number
jpn,1985,0,0,0,0,0,0,0,number
kaz,1985,0,0,0,0,0,0,0,number
ken,1985,0,0,0,0,0,0,0,number
kor,1985,0,0,0,0,0,0,0,number
lby,1985,0,0,0,0,0,0,0,number
